step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
9,PAYMENT,8432.23,C1744615402,0.0,0.0,M41250923,0.0,0.0,0,0
9,PAYMENT,9055.09,C2002729378,0.0,0.0,M1223100639,0.0,0.0,0,0
9,PAYMENT,1086.12,C1252439502,0.0,0.0,M1677292249,0.0,0.0,0,0
9,PAYMENT,4335.26,C1843774765,107853.0,103517.74,M498371006,0.0,0.0,0,0
9,CASH_OUT,330415.14,C1648576259,10746.0,0.0,C376992243,9068.0,339483.14,0,0
9,CASH_OUT,65699.3,C1250201128,43892.0,0.0,C1454031203,0.0,356839.8,0,0
9,CASH_IN,115821.17,C160163576,848484.5,964305.67,C1321802524,98638.22,0.0,0,0
9,PAYMENT,2781.95,C818640654,964305.67,961523.71,M1212699979,0.0,0.0,0,0
9,PAYMENT,39123.57,C651392932,4689.0,0.0,M1891236256,0.0,0.0,0,0
9,CASH_OUT,172065.77,C463569854,28134.0,0.0,C2349554,0.0,172065.77,0,0
9,CASH_OUT,167630.41,C298413964,148.0,0.0,C1260889084,1636323.64,2731193.68,0,0
9,PAYMENT,14119.66,C748307526,12667.0,0.0,M324131980,0.0,0.0,0,0
9,CASH_IN,134686.88,C83497259,56002.0,190688.88,C1915091057,68865.64,0.0,0,0
9,PAYMENT,17248.45,C1586866999,0.0,0.0,M542342359,0.0,0.0,0,0
9,CASH_OUT,219840.57,C1031496173,0.0,0.0,C1172042998,351222.43,256981.37,0,0
9,PAYMENT,14510.85,C1776049184,22148.0,7637.15,M442736191,0.0,0.0,0,0
9,CASH_OUT,20493.58,C569244768,607269.0,586775.42,C1096187131,350119.97,1082360.57,0,0
9,CASH_OUT,210303.34,C1199543737,27777.0,0.0,C506386263,0.0,1297594.67,0,0
9,PAYMENT,7772.67,C1279917098,30964.0,23191.33,M1247609338,0.0,0.0,0,0
9,CASH_OUT,53295.22,C77457965,155821.0,102525.78,C1206447754,90255.0,64611.71,0,0
9,PAYMENT,19511.51,C1072981338,77637.0,58125.49,M1012889122,0.0,0.0,0,0
9,PAYMENT,14893.2,C506454658,18890.0,3996.8,M1963507688,0.0,0.0,0,0
9,TRANSFER,1399564.91,C1774901926,3996.8,0.0,C115885991,3964448.35,7097788.62,0,0
9,TRANSFER,1193124.07,C778264539,0.0,0.0,C185805228,4763219.9,6076889.75,0,0
9,CASH_OUT,284026.86,C1337561959,3655.0,0.0,C717467218,341346.0,625372.86,0,0
9,CASH_OUT,102383.97,C2138997383,21403.0,0.0,C89052865,590.0,102973.97,0,0
9,PAYMENT,20468.52,C1079928868,0.0,0.0,M1962371699,0.0,0.0,0,0
9,PAYMENT,1754.4,C2010578209,0.0,0.0,M2092381158,0.0,0.0,0,0
9,CASH_IN,243136.82,C1335589660,72081.0,315217.82,C307046937,3734.0,0.0,0,0
9,CASH_IN,80594.61,C7353454,145.0,80739.61,C229313132,673787.35,593192.74,0,0
9,PAYMENT,19978.46,C1074785972,69070.0,49091.54,M90365264,0.0,0.0,0,0
9,PAYMENT,32476.94,C288691579,40620.0,8143.06,M283611255,0.0,0.0,0,0
9,PAYMENT,2332.64,C790804113,10660.0,8327.36,M1010394744,0.0,0.0,0,0
9,CASH_OUT,450057.95,C94249545,8327.36,0.0,C1062254208,1213288.79,2049577.33,0,0
9,CASH_OUT,133681.59,C693534373,21630.02,0.0,C220204350,0.0,133681.59,0,0
9,PAYMENT,357.58,C335205152,0.0,0.0,M1686601089,0.0,0.0,0,0
9,CASH_IN,43985.87,C276797234,386733.74,430719.61,C824197891,1577892.84,1907103.27,0,0
9,TRANSFER,839440.96,C172384462,430719.61,0.0,C1695946783,2215449.36,3054890.32,0,0
9,TRANSFER,1147618.1,C1340129653,0.0,0.0,C1994035663,1225943.07,2373561.17,0,0
9,CASH_IN,148297.94,C282383997,127619.0,275916.94,C354864191,0.0,0.0,0,0
9,TRANSFER,22264.54,C2097026386,396770.68,374506.15,C2147195354,790460.11,629759.99,0,0
9,PAYMENT,13065.37,C1158109715,374506.15,361440.78,M212193455,0.0,0.0,0,0
9,CASH_OUT,457462.21,C980715640,50750.0,0.0,C1661048214,119221.29,988499.56,0,0
9,CASH_OUT,150614.88,C908873441,0.0,0.0,C1400804351,31508.0,0.0,0,0
9,TRANSFER,475685.49,C1233407477,0.0,0.0,C1722141669,1421189.62,1896875.11,0,0
9,TRANSFER,731043.99,C1804000450,0.0,0.0,C1796712971,1674164.89,2405208.88,0,0
9,TRANSFER,514096.8,C1974451842,0.0,0.0,C743528393,2019063.14,2644163.81,0,0
9,TRANSFER,586411.82,C555793808,0.0,0.0,C798678484,3812314.71,4841106.98,0,0
9,TRANSFER,464736.17,C1243658148,0.0,0.0,C2032924554,7706677.17,8171413.33,0,0
9,TRANSFER,221898.74,C396165870,0.0,0.0,C754244871,6375905.64,7672952.02,0,0
9,TRANSFER,312934.82,C525268273,0.0,0.0,C1971951800,526400.72,1270826.73,0,0
9,TRANSFER,467777.83,C1000740725,0.0,0.0,C305793941,1113687.79,4228046.78,0,0
9,TRANSFER,824549.33,C1962150450,0.0,0.0,C728526866,11203186.75,12027736.08,0,0
9,TRANSFER,518093.77,C193068080,0.0,0.0,C2116153614,1724786.57,3328515.41,0,0
9,TRANSFER,630537.58,C1670280972,0.0,0.0,C1325038895,2471914.32,3634530.27,0,0
9,TRANSFER,106741.56,C1746459063,0.0,0.0,C716156478,692975.83,0.0,0,0
9,TRANSFER,327109.13,C1013578524,0.0,0.0,C679235222,5016268.67,6297525.12,0,0
9,TRANSFER,208578.91,C948822237,0.0,0.0,C1163056956,227605.65,0.0,0,0
9,CASH_OUT,22937.78,C682350295,10360.0,0.0,C663929766,184416.0,3366530.7,0,0
9,PAYMENT,20147.07,C105936660,134392.0,114244.93,M1972555225,0.0,0.0,0,0
9,CASH_IN,234734.99,C583946430,30553.0,265287.99,C467292272,317644.28,82909.29,0,0
9,CASH_OUT,131938.57,C1411721054,265287.99,133349.42,C851772371,729460.09,1197988.35,0,0
9,PAYMENT,11599.5,C1372062233,100761.0,89161.5,M844620284,0.0,0.0,0,0
9,CASH_OUT,165202.47,C1649155240,35449.0,0.0,C1673688244,13194.0,151829.98,0,0
9,CASH_IN,55537.85,C531548264,259168.0,314705.85,C900425684,1121407.03,1483389.83,0,0
9,PAYMENT,19436.83,C250075470,563.0,0.0,M62034287,0.0,0.0,0,0
9,CASH_OUT,150504.28,C26834157,65570.5,0.0,C533810548,0.0,150504.28,0,0
9,PAYMENT,11765.56,C1746735422,0.0,0.0,M1484822746,0.0,0.0,0,0
9,CASH_OUT,221620.16,C1336824652,2121.0,0.0,C1324196239,1955577.19,2177197.36,0,0
9,PAYMENT,5044.52,C89811016,0.0,0.0,M89005372,0.0,0.0,0,0
9,PAYMENT,17878.23,C1507066631,544563.0,526684.77,M1683820354,0.0,0.0,0,0
9,CASH_OUT,607876.7,C848503721,526684.77,0.0,C1156584815,1180167.47,1788044.17,0,0
9,PAYMENT,35432.7,C1203863354,21905.0,0.0,M1056215294,0.0,0.0,0,0
9,CASH_IN,151231.24,C853520253,21440.0,172671.24,C385968765,0.0,0.0,0,0
9,CASH_OUT,191189.23,C435834084,688.0,0.0,C2003775691,0.0,191189.23,0,0
9,DEBIT,9408.23,C1427032142,0.0,0.0,C575389119,164801.48,823269.98,0,0
9,PAYMENT,14582.69,C1340592497,0.0,0.0,M9186231,0.0,0.0,0,0
9,CASH_OUT,73877.04,C1264245294,15022.0,0.0,C347101016,0.0,73877.04,0,0
9,CASH_IN,86434.68,C1748314035,0.0,86434.68,C179481608,133296.13,46861.45,0,0
9,CASH_IN,127503.48,C430448541,88284.0,215787.48,C1855997464,80125.7,0.0,0,0
9,CASH_OUT,156081.42,C2014858892,1172.0,0.0,C1167923611,200513.0,356594.42,0,0
9,CASH_OUT,135956.74,C1695445003,70279.0,0.0,C546044341,18904.0,154860.74,0,0
9,TRANSFER,395719.8,C617073574,0.0,0.0,C966704622,1304389.04,1313478.87,0,0
9,CASH_OUT,25083.02,C2102033492,22477.0,0.0,C257761496,2970815.19,5509332.51,0,0
9,PAYMENT,15905.28,C1193029983,0.0,0.0,M1367646111,0.0,0.0,0,0
9,CASH_IN,91418.67,C1267004658,109820.0,201238.67,C123769565,20192.0,0.0,0,0
9,CASH_OUT,250416.96,C1694669066,201238.67,0.0,C1204684191,3900009.43,6425937.58,0,0
9,CASH_OUT,234220.61,C1127406140,0.0,0.0,C232834050,427524.56,661745.18,0,0
9,CASH_OUT,124026.34,C910151074,705.0,0.0,C1546467177,16847.0,200539.33,0,0
9,PAYMENT,6302.51,C1525714163,301969.0,295666.49,M734762094,0.0,0.0,0,0
9,PAYMENT,1228.96,C2130528273,6191.0,4962.04,M912775345,0.0,0.0,0,0
9,PAYMENT,6657.9,C1756257690,20191.0,13533.1,M531749893,0.0,0.0,0,0
9,CASH_OUT,11379.78,C186163746,196.0,0.0,C222669322,31038.0,515521.38,0,0
9,PAYMENT,5165.71,C62017952,10672.0,5506.29,M434806465,0.0,0.0,0,0
9,CASH_OUT,82173.99,C136984589,69728.0,0.0,C970591815,56632.12,184700.01,0,0
9,CASH_OUT,429123.98,C1189974680,1283.0,0.0,C579869051,33071.24,901973.0,0,0
9,PAYMENT,34043.19,C1464071348,225036.0,190992.81,M437412875,0.0,0.0,0,0
9,CASH_OUT,121704.33,C1126288660,101468.0,0.0,C1246134024,885857.7,1268132.69,0,0
9,PAYMENT,717.41,C1769139898,8043.0,7325.59,M559698292,0.0,0.0,0,0
9,PAYMENT,3199.77,C677858152,11236.0,8036.23,M1701018141,0.0,0.0,0,0
9,CASH_OUT,309585.83,C463101749,0.0,0.0,C1009893576,0.0,309585.83,0,0
9,PAYMENT,14891.74,C1477343939,0.0,0.0,M1252017825,0.0,0.0,0,0
9,CASH_OUT,215647.12,C887979642,204014.77,0.0,C366015139,5503738.35,5626564.0,0,0
9,CASH_IN,60919.94,C2101865509,0.0,60919.94,C1665979484,1255561.38,1194641.45,0,0
9,CASH_IN,128742.62,C1454655788,60919.94,189662.56,C2074118913,1336517.72,1207775.1,0,0
9,CASH_IN,9586.91,C518621205,189662.56,199249.47,C2122668216,2909487.09,2899900.18,0,0
9,CASH_IN,517016.04,C1101544220,199249.47,716265.51,C1218231243,3167250.68,2854909.51,0,0
9,CASH_IN,164499.52,C55366088,716265.51,880765.03,C1567038734,223934.04,114609.27,0,0
9,CASH_IN,247780.14,C2009404836,880765.03,1128545.17,C1894575391,4034888.74,3787108.6,0,0
9,CASH_IN,434266.16,C624853609,1128545.17,1562811.33,C96593778,834332.89,400066.73,0,0
9,CASH_IN,238355.35,C625884425,1562811.33,1801166.68,C2006081398,10912065.76,10673710.4,0,0
9,CASH_IN,14964.29,C1080654585,1801166.68,1816130.97,C1896018881,820116.64,805152.35,0,0
9,CASH_IN,392081.75,C534654821,1816130.97,2208212.72,C2146610568,7309764.24,6917682.49,0,0
9,CASH_IN,10446.73,C1319295805,2208212.72,2218659.45,C1639464943,1000706.36,990259.64,0,0
9,CASH_IN,142805.83,C449843605,2218659.45,2361465.28,C1638313098,2020398.04,1998589.4,0,0
9,CASH_IN,73087.1,C291839620,2361465.28,2434552.38,C644165296,428033.71,1028819.71,0,0
9,CASH_IN,239563.74,C2142158538,2434552.38,2674116.13,C1629439751,508252.7,268688.96,0,0
9,CASH_IN,419837.8,C655227185,2674116.13,3093953.93,C108034745,1507271.81,1087434.0,0,0
9,CASH_IN,352055.05,C1036716284,3093953.93,3446008.98,C998255530,610283.4,0.0,0,0
9,CASH_IN,151048.06,C73638143,3446008.98,3597057.04,C58333888,4471072.65,4320024.58,0,0
9,CASH_IN,175701.44,C238098007,3597057.04,3772758.48,C842729010,9293080.1,10201058.68,0,0
9,CASH_IN,22951.74,C1178444497,3772758.48,3795710.22,C1911222122,1189389.28,1166437.53,0,0
9,CASH_IN,182904.18,C601153026,3795710.22,3978614.4,C1860191210,535689.0,352784.82,0,0
9,CASH_IN,232173.61,C984217311,3978614.4,4210788.01,C1245522769,3561131.72,3328958.11,0,0
9,CASH_IN,392576.78,C1017957491,4210788.01,4603364.79,C1929496638,3163704.08,3036913.78,0,0
9,CASH_IN,297138.27,C397199901,4603364.79,4900503.05,C391903689,1652498.14,1149002.66,0,0
9,CASH_IN,326328.07,C311239204,4900503.05,5226831.13,C1059154409,652763.19,326435.12,0,0
9,CASH_IN,204684.62,C1734816164,5226831.13,5431515.74,C688425953,1329495.14,1428999.19,0,0
9,CASH_IN,50119.2,C1039316591,5431515.74,5481634.94,C1331116932,103251.35,53132.14,0,0
9,CASH_IN,304663.72,C1283424238,5481634.94,5786298.66,C1726923568,432648.0,127984.28,0,0
9,CASH_IN,199816.81,C932771911,5786298.66,5986115.47,C1886498932,847096.85,904630.61,0,0
9,CASH_IN,129937.69,C1772885249,5986115.47,6116053.16,C582410861,319182.34,84209.69,0,0
9,CASH_IN,428349.63,C1103468437,6116053.16,6544402.79,C576244244,2648837.36,2220487.73,0,0
9,CASH_IN,131191.42,C1987186764,6544402.79,6675594.21,C216890954,2015922.5,1580546.69,0,0
9,CASH_OUT,278250.41,C106464261,83163.0,0.0,C540933960,16202.0,295286.96,0,0
9,CASH_OUT,16966.64,C257269202,256467.0,239500.36,C143791945,0.0,16966.64,0,0
9,CASH_IN,97152.9,C1648482962,52444.0,149596.9,C66207511,50136.0,0.0,0,0
9,PAYMENT,12118.44,C72832742,10969.0,0.0,M1189974725,0.0,0.0,0,0
9,CASH_OUT,217836.8,C1710566599,943.0,0.0,C1015529677,245541.26,471644.1,0,0
9,CASH_OUT,324437.4,C151842721,0.0,0.0,C1196307684,1692860.38,1925667.34,0,0
9,CASH_OUT,267433.5,C936540160,57259.0,0.0,C1931283804,588090.26,738133.23,0,0
9,PAYMENT,13539.4,C495169413,62039.0,48499.6,M1364999142,0.0,0.0,0,0
9,CASH_OUT,92475.04,C1069791115,32450.0,0.0,C1995743439,33516.33,125991.37,0,0
9,CASH_IN,475136.79,C469096971,0.0,475136.79,C367746789,2381507.52,2121428.31,0,0
9,CASH_IN,107914.87,C462070135,475136.79,583051.65,C661442540,230198.0,122283.13,0,0
9,CASH_IN,219620.02,C725170923,583051.65,802671.67,C1315234892,268966.42,49346.39,0,0
9,CASH_IN,419075.87,C157597672,802671.67,1221747.55,C22805895,645634.84,226558.96,0,0
9,CASH_IN,413536.11,C1022626125,1221747.55,1635283.66,C1692434834,445713.95,38112.86,0,0
9,CASH_IN,198166.35,C1924896445,1635283.66,1833450.01,C2019615110,254833.79,93039.94,0,0
9,CASH_IN,268521.41,C272041059,1833450.01,2101971.41,C1549086472,2157815.31,1941140.63,0,0
9,CASH_IN,27997.86,C1006662258,2101971.41,2129969.27,C892686452,60328.69,32330.84,0,0
9,CASH_IN,248233.5,C539142878,2129969.27,2378202.77,C969412636,330376.93,82143.44,0,0
9,CASH_IN,191154.61,C235064857,2378202.77,2569357.38,C618018140,969750.44,1227915.58,0,0
9,CASH_IN,245715.35,C641652646,2569357.38,2815072.73,C461640598,11703393.48,11781437.4,0,0
9,CASH_IN,127842.82,C429044465,2815072.73,2942915.55,C115095474,850269.48,246140.64,0,0
9,CASH_IN,228553.69,C743673671,2942915.55,3171469.24,C1058820280,255507.29,26953.61,0,0
9,CASH_IN,117314.35,C884604626,3171469.24,3288783.58,C129529297,1251935.7,1134621.35,0,0
9,CASH_IN,474707.53,C1684704260,3288783.58,3763491.12,C1234776885,5424661.74,7345867.92,0,0
9,CASH_IN,639640.44,C1751363394,3763491.12,4403131.56,C176203926,2160410.97,1495196.84,0,0
9,CASH_IN,10632.2,C1492790462,4403131.56,4413763.75,C1298333001,53052.6,0.0,0,0
9,CASH_IN,20556.34,C600704541,4413763.75,4434320.09,C426416592,3786472.64,3845143.17,0,0
9,CASH_IN,74525.81,C326411468,4434320.09,4508845.9,C2058204648,113535.97,39010.16,0,0
9,CASH_IN,282410.53,C1721241695,4508845.9,4791256.43,C812799221,504932.99,222522.46,0,0
9,CASH_IN,108396.85,C1871601646,4791256.43,4899653.28,C886517510,356964.92,248568.07,0,0
9,CASH_IN,254604.06,C1008947948,4899653.28,5154257.34,C842729010,9117378.67,10201058.68,0,0
9,CASH_IN,282616.55,C172479328,5154257.34,5436873.89,C414205222,476642.33,194025.79,0,0
9,CASH_IN,371462.93,C754659487,5436873.89,5808336.81,C510508465,2584044.82,2660104.47,0,0
9,CASH_IN,204369.23,C823618497,5808336.81,6012706.04,C1337741679,4804452.3,4686899.27,0,0
9,CASH_IN,164786.97,C386267965,6012706.04,6177493.01,C1629687658,187707.59,22920.63,0,0
9,CASH_IN,258520.94,C594409070,6177493.01,6436013.95,C1850180796,8934574.82,8676053.88,0,0
9,CASH_IN,35802.4,C1458001236,6436013.95,6471816.34,C1476820428,688024.06,652221.66,0,0
9,CASH_IN,23644.84,C1554281770,6471816.34,6495461.18,C1483338079,774580.02,840550.84,0,0
9,CASH_IN,106682.75,C1681961360,6495461.18,6602143.93,C142383989,204406.22,97723.47,0,0
9,CASH_IN,49292.0,C676521456,6602143.93,6651435.93,C588565911,877013.08,494179.78,0,0
9,CASH_IN,29292.57,C1148405851,6651435.93,6680728.5,C1804849105,40808.0,11515.43,0,0
9,CASH_IN,74349.13,C989952218,6680728.5,6755077.62,C1479557064,275347.4,200998.27,0,0
9,CASH_IN,211344.4,C1521259035,6755077.62,6966422.02,C1698593276,1568675.11,2223515.09,0,0
9,CASH_IN,57562.58,C1710133723,6966422.02,7023984.6,C762570948,3850556.8,4441247.92,0,0
9,CASH_IN,22549.0,C998321325,7023984.6,7046533.6,C311481147,34757.0,0.0,0,0
9,CASH_IN,40994.65,C200692911,7046533.6,7087528.25,C1898859288,1016945.24,2016824.45,0,0
9,CASH_IN,117907.46,C896803712,7087528.25,7205435.71,C724821526,440324.4,322416.95,0,0
9,CASH_IN,48505.73,C612703420,7205435.71,7253941.43,C1320217924,2988080.45,4148538.59,0,0
9,CASH_IN,27503.24,C382974149,7253941.43,7281444.67,C763877378,173241.9,145738.66,0,0
9,CASH_IN,288584.8,C792319388,7281444.67,7570029.47,C802982068,7119631.3,7107504.32,0,0
9,CASH_IN,144703.62,C994417624,7570029.47,7714733.09,C843774579,1144844.43,501118.93,0,0
9,CASH_IN,105048.35,C925434096,7714733.09,7819781.43,C1219248641,1666798.12,1561749.78,0,0
9,CASH_IN,162381.29,C1010271040,7819781.43,7982162.72,C262355562,401325.31,238944.02,0,0
9,CASH_IN,137164.17,C1564681327,7982162.72,8119326.89,C1558917030,208646.45,126818.98,0,0
9,CASH_IN,31682.17,C1255145284,8119326.89,8151009.06,C335151605,343819.13,141675.52,0,0
9,CASH_IN,119141.96,C899565677,8151009.06,8270151.02,C776404949,212191.6,93049.64,0,0
9,CASH_IN,197480.03,C892596253,8270151.02,8467631.05,C1521704415,990755.23,793275.21,0,0
9,CASH_IN,82993.34,C1905773192,8467631.05,8550624.39,C1712213348,106762.1,23768.76,0,0
9,CASH_IN,51858.2,C1142373921,8550624.39,8602482.59,C61462541,443401.51,1302188.51,0,0
9,CASH_IN,227946.07,C59624430,8602482.59,8830428.66,C1516565803,884079.08,656133.01,0,0
9,CASH_IN,50076.89,C697589914,8830428.66,8880505.55,C793460750,67414.0,17337.11,0,0
9,CASH_IN,607750.56,C1712864426,8880505.55,9488256.11,C1273939873,1573388.97,1114344.4,0,0
9,CASH_IN,214725.24,C453243006,9488256.11,9702981.35,C881662115,585751.05,455078.9,0,0
9,CASH_IN,118825.48,C1992071755,9702981.35,9821806.83,C966704622,1700108.83,1313478.87,0,0
9,PAYMENT,8697.85,C2082911414,32181.0,23483.15,M1543252724,0.0,0.0,0,0
9,CASH_IN,95781.1,C1601741301,90059.0,185840.1,C633732161,0.0,0.0,0,0
9,PAYMENT,23049.88,C1300498067,21280.0,0.0,M72259729,0.0,0.0,0,0
9,PAYMENT,15689.29,C1046456678,0.0,0.0,M615698513,0.0,0.0,0,0
9,PAYMENT,14027.13,C1240459978,0.0,0.0,M966097270,0.0,0.0,0,0
9,CASH_OUT,253637.49,C2051204027,51740.0,0.0,C1661355634,0.0,427413.9,0,0
9,CASH_IN,175369.17,C1212187898,5986.0,181355.17,C877362043,11332.0,0.0,0,0
9,PAYMENT,22559.36,C2127531650,29949.0,7389.64,M1820530404,0.0,0.0,0,0
9,CASH_OUT,387696.94,C28409844,11820.0,0.0,C1111747867,2190160.45,4470853.27,0,0
9,TRANSFER,723720.83,C1301957740,107184.0,0.0,C1017777991,100591.0,0.0,0,0
9,PAYMENT,20271.02,C1327718595,19856.0,0.0,M996371445,0.0,0.0,0,0
9,CASH_OUT,241745.87,C833093042,246002.0,4256.13,C1185298063,360152.28,601898.15,0,0
9,CASH_OUT,175080.37,C784416454,10429.0,0.0,C244684090,19651.0,194731.37,0,0
9,CASH_IN,241832.66,C2058380965,251658.0,493490.66,C1298314970,220850.85,0.0,0,0
9,PAYMENT,11367.52,C1521260229,493490.66,482123.14,M1416149583,0.0,0.0,0,0
9,PAYMENT,15167.95,C1937283338,482123.14,466955.19,M168053902,0.0,0.0,0,0
9,PAYMENT,24904.49,C874572213,466955.19,442050.7,M621516732,0.0,0.0,0,0
9,PAYMENT,13219.08,C311229150,442050.7,428831.62,M985969725,0.0,0.0,0,0
9,PAYMENT,20504.47,C161124241,428831.62,408327.14,M1893031785,0.0,0.0,0,0
9,PAYMENT,11768.04,C91881895,408327.14,396559.1,M444606569,0.0,0.0,0,0
9,CASH_IN,121205.8,C1195100847,188145.77,309351.57,C1284307762,109077.0,151726.21,0,0
9,CASH_OUT,272950.61,C500169526,309351.57,36400.96,C1698099308,316240.64,856800.3,0,0
9,CASH_OUT,122065.67,C1223534097,54154.32,0.0,C1021623816,21484.0,0.0,0,0
9,PAYMENT,252.05,C1395989509,0.0,0.0,M1254283902,0.0,0.0,0,0
9,CASH_OUT,696276.83,C674664027,40827.0,0.0,C812423980,0.0,1006531.04,0,0
9,TRANSFER,962148.82,C223242338,0.0,0.0,C575233839,1320044.18,2282193.0,0,0
9,CASH_OUT,87705.98,C1994426618,103.0,0.0,C1634328076,0.0,87705.98,0,0
