step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
7,CASH_OUT,480586.86,C266737868,0.0,0.0,C977993101,1626304.94,3373302.83,0,0
7,PAYMENT,7071.11,C865484698,9110.0,2038.89,M806302890,0.0,0.0,0,0
7,PAYMENT,9283.99,C105822109,31774.0,22490.01,M961671136,0.0,0.0,0,0
7,PAYMENT,13200.02,C993619391,150056.0,136855.98,M1926931478,0.0,0.0,0,0
7,PAYMENT,7303.1,C22742927,18966.0,11662.9,M935577259,0.0,0.0,0,0
7,PAYMENT,13104.63,C1197937017,36005.0,22900.37,M1614477207,0.0,0.0,0,0
7,PAYMENT,3800.71,C965014368,42449.0,38648.29,M282827877,0.0,0.0,0,0
7,PAYMENT,5960.6,C1867037662,7496.0,1535.4,M1492742127,0.0,0.0,0,0
7,PAYMENT,2519.06,C1190697059,6815.6,4296.54,M176950381,0.0,0.0,0,0
7,TRANSFER,581780.99,C548454569,4296.54,0.0,C1787868648,937731.4,15128076.87,0,0
7,PAYMENT,13693.33,C858084679,11047.0,0.0,M823978176,0.0,0.0,0,0
7,CASH_OUT,210066.44,C1528391146,0.0,0.0,C295372946,499000.92,472083.92,0,0
7,PAYMENT,2571.98,C2097824680,31115.0,28543.02,M1687989795,0.0,0.0,0,0
7,PAYMENT,18046.61,C839913624,21146.0,3099.39,M573965573,0.0,0.0,0,0
7,PAYMENT,8111.87,C219022824,16551.0,8439.13,M207769564,0.0,0.0,0,0
7,TRANSFER,1298848.87,C1053035032,8439.13,0.0,C1787868648,1519512.39,15128076.87,0,0
7,TRANSFER,731485.29,C751320808,0.0,0.0,C801142660,3504660.25,16408480.12,0,0
7,TRANSFER,2943845.35,C1360289756,0.0,0.0,C1262822392,17993742.14,22641471.24,0,0
7,TRANSFER,2861134.92,C1326904973,0.0,0.0,C991505714,5352935.74,13994753.4,0,0
7,TRANSFER,80485.6,C1369223613,0.0,0.0,C465257140,1078685.56,1761413.49,0,0
7,TRANSFER,19991.02,C1020193304,0.0,0.0,C1915624447,21586.0,17795.02,0,0
7,DEBIT,6393.71,C1331144930,433084.38,426690.68,C684896216,478421.0,210535.25,0,0
7,CASH_OUT,298799.54,C932023579,426690.68,127891.14,C1761353343,704355.36,5270364.19,0,0
7,CASH_OUT,423159.63,C61395726,127891.14,0.0,C1298316171,610479.0,749621.53,0,0
7,PAYMENT,1094.03,C1224570697,13918.0,12823.97,M983553548,0.0,0.0,0,0
7,PAYMENT,9235.58,C1637966097,39963.0,30727.42,M609545864,0.0,0.0,0,0
7,TRANSFER,613468.52,C129012340,52978.0,0.0,C1648214200,59956.0,130529.79,0,0
7,PAYMENT,573.93,C1130044216,425378.0,424804.07,M689460139,0.0,0.0,0,0
7,CASH_OUT,372942.88,C716949678,19900.77,0.0,C911380925,9947.0,348075.46,0,0
7,TRANSFER,458037.88,C698080447,0.0,0.0,C459172227,511318.0,2591462.11,0,0
7,CASH_OUT,80184.8,C847413359,1752.0,0.0,C1475395523,41304.43,147988.14,0,0
7,PAYMENT,9957.46,C1500256415,7625.0,0.0,M761677220,0.0,0.0,0,0
7,PAYMENT,5862.2,C1525619347,24860.0,18997.8,M2093512793,0.0,0.0,0,0
7,PAYMENT,8912.73,C1171865535,51941.0,43028.27,M1519192517,0.0,0.0,0,0
7,PAYMENT,733.89,C2014620549,99484.0,98750.11,M1193352814,0.0,0.0,0,0
7,PAYMENT,5420.13,C1258943986,13531.0,8110.87,M2037915255,0.0,0.0,0,0
7,PAYMENT,12379.63,C619563614,11778.0,0.0,M1802531523,0.0,0.0,0,0
7,PAYMENT,14097.55,C1876081722,6355.0,0.0,M1449171985,0.0,0.0,0,0
7,PAYMENT,11465.17,C479531961,0.0,0.0,M1956355202,0.0,0.0,0,0
7,PAYMENT,3887.24,C240311623,31439.0,27551.76,M1551911048,0.0,0.0,0,0
7,PAYMENT,12618.17,C1748799610,101296.0,88677.83,M1080786547,0.0,0.0,0,0
7,PAYMENT,4523.0,C1481325532,7160.0,2637.0,M114424917,0.0,0.0,0,0
7,PAYMENT,10141.41,C174195637,12098.44,1957.03,M291601516,0.0,0.0,0,0
7,CASH_OUT,81469.92,C284500039,1957.03,0.0,C2040603986,384817.0,1930179.38,0,0
7,CASH_OUT,155717.05,C424629592,0.0,0.0,C1315729466,496381.0,803908.4,0,0
7,PAYMENT,4827.31,C53117551,94928.0,90100.69,M422714490,0.0,0.0,0,0
7,PAYMENT,2266.41,C553443331,50256.0,47989.59,M1132102865,0.0,0.0,0,0
7,TRANSFER,178797.33,C336879403,31554.0,0.0,C1554540309,5652054.58,9235911.02,0,0
7,PAYMENT,2571.91,C499929119,297271.0,294699.09,M1517766493,0.0,0.0,0,0
7,PAYMENT,4471.58,C1295781070,53712.0,49240.42,M2078801733,0.0,0.0,0,0
7,PAYMENT,12462.77,C72615054,49240.42,36777.65,M1685710582,0.0,0.0,0,0
7,CASH_IN,20401.83,C1225706699,58315.0,78716.83,C1871794198,23.0,79431.79,0,0
7,PAYMENT,7660.39,C232198008,78716.83,71056.44,M688069176,0.0,0.0,0,0
7,PAYMENT,2039.96,C48629688,233252.0,231212.04,M1035070395,0.0,0.0,0,0
7,CASH_IN,229876.7,C136880058,102693.0,332569.7,C1218584230,0.0,0.0,0,0
7,TRANSFER,59660.29,C969639517,24593.0,0.0,C1410669831,167.0,252392.49,0,0
7,CASH_OUT,249515.86,C195202331,0.0,0.0,C1797686173,254239.0,1474093.6,0,0
7,CASH_OUT,467481.03,C964449255,0.0,0.0,C1145835418,952478.33,1236584.82,0,0
7,PAYMENT,2477.46,C1969606205,318083.0,315605.54,M276383650,0.0,0.0,0,0
7,PAYMENT,3313.09,C262986467,314.0,0.0,M1419006874,0.0,0.0,0,0
7,PAYMENT,6741.81,C257653523,673424.52,666682.71,M1439000845,0.0,0.0,0,0
7,CASH_OUT,387388.92,C1020775060,666682.71,279293.79,C914293025,1239108.91,2755264.61,0,0
7,PAYMENT,1922.68,C1252611607,167384.0,165461.32,M519974834,0.0,0.0,0,0
7,PAYMENT,1900.8,C1619894369,40861.0,38960.2,M1644975502,0.0,0.0,0,0
7,TRANSFER,1315556.51,C1653980726,38960.2,0.0,C257999182,2324423.73,14960679.69,0,0
7,TRANSFER,1154104.37,C234458729,0.0,0.0,C766681183,13146711.0,17356500.26,0,0
7,TRANSFER,44461.84,C16431391,0.0,0.0,C309167705,558303.18,102587.94,0,0
7,TRANSFER,1719356.16,C14302379,0.0,0.0,C1636786811,7082993.39,14456269.9,0,0
7,TRANSFER,2153550.39,C1332823688,0.0,0.0,C935808590,12679862.3,18381668.73,0,0
7,TRANSFER,20862.07,C247071689,0.0,0.0,C1040847151,3538273.83,7984433.54,0,0
7,TRANSFER,599428.2,C1532850496,0.0,0.0,C476182975,783267.0,3671968.73,0,0
7,TRANSFER,72353.8,C171127268,0.0,0.0,C33524623,126232.09,1459243.0,0,0
7,TRANSFER,1174905.93,C1337156396,0.0,0.0,C801142660,4236145.54,16408480.12,0,0
7,TRANSFER,621032.74,C298419544,0.0,0.0,C675203915,777700.37,5398127.54,0,0
7,PAYMENT,4009.11,C556675408,91325.18,87316.07,M847349888,0.0,0.0,0,0
7,PAYMENT,8315.88,C1728002047,87316.07,79000.19,M1002544445,0.0,0.0,0,0
7,PAYMENT,1507.32,C1807064996,22377.0,20869.68,M1439621082,0.0,0.0,0,0
7,CASH_OUT,3387.85,C1242647123,20869.68,17481.83,C451433836,16148.0,0.0,0,0
7,PAYMENT,2711.69,C2106465881,11278.0,8566.31,M973207283,0.0,0.0,0,0
7,CASH_OUT,34311.33,C429051494,8566.31,0.0,C578294406,272678.0,1909674.3,0,0
7,PAYMENT,337.5,C1494306005,33107.0,32769.5,M1424027000,0.0,0.0,0,0
7,PAYMENT,5003.57,C1633890169,32769.5,27765.93,M1854745805,0.0,0.0,0,0
7,PAYMENT,10424.89,C1026138669,50780.0,40355.11,M1852900317,0.0,0.0,0,0
7,PAYMENT,2823.59,C378659213,986.0,0.0,M301812950,0.0,0.0,0,0
7,PAYMENT,8126.71,C1639296014,6423.0,0.0,M129774606,0.0,0.0,0,0
7,CASH_OUT,32123.94,C515387645,758.0,0.0,C577628476,41933.3,61767.63,0,0
7,PAYMENT,8334.63,C1700287488,0.0,0.0,M700535161,0.0,0.0,0,0
7,PAYMENT,20860.2,C1337658379,0.0,0.0,M274457305,0.0,0.0,0,0
7,TRANSFER,804308.42,C923032710,14550.0,0.0,C366015139,94651.0,4555236.24,0,0
7,PAYMENT,15211.23,C342722950,162772.0,147560.77,M52495444,0.0,0.0,0,0
7,PAYMENT,7036.81,C1277391811,305910.0,298873.19,M1507255981,0.0,0.0,0,0
7,PAYMENT,8849.21,C563045800,270.0,0.0,M705156713,0.0,0.0,0,0
7,PAYMENT,1334.26,C2104296833,10645.0,9310.74,M333477647,0.0,0.0,0,0
7,PAYMENT,10161.47,C1234756350,484595.24,474433.77,M1564000570,0.0,0.0,0,0
7,PAYMENT,6588.29,C1223460369,474433.77,467845.48,M1478805516,0.0,0.0,0,0
7,PAYMENT,3648.18,C1445289700,6549.0,2900.82,M1301242891,0.0,0.0,0,0
7,PAYMENT,10429.99,C1644150693,13421.0,2991.01,M535129918,0.0,0.0,0,0
7,PAYMENT,8233.19,C1674301528,22516.0,14282.81,M1431457558,0.0,0.0,0,0
7,PAYMENT,3036.34,C1229770894,14282.81,11246.46,M2103761414,0.0,0.0,0,0
7,PAYMENT,15728.0,C1074830562,151701.0,135973.0,M134041865,0.0,0.0,0,0
7,PAYMENT,7879.14,C672807384,53160.0,45280.86,M1937072695,0.0,0.0,0,0
7,PAYMENT,1488.75,C935724855,13089.0,11600.25,M1516142047,0.0,0.0,0,0
7,PAYMENT,6397.17,C594762677,20442.0,14044.83,M2068836662,0.0,0.0,0,0
7,PAYMENT,6312.75,C2084024023,126983.81,120671.06,M1429115915,0.0,0.0,0,0
7,PAYMENT,309.04,C1824117736,120671.06,120362.02,M1761298696,0.0,0.0,0,0
7,CASH_IN,264890.57,C695931862,49582.0,314472.57,C1651945012,1556799.98,2542356.18,0,0
7,PAYMENT,12568.34,C139740222,43815.0,31246.66,M709947471,0.0,0.0,0,0
7,PAYMENT,160.87,C407981828,174.0,13.13,M1774525051,0.0,0.0,0,0
7,PAYMENT,2480.61,C1125828297,13.13,0.0,M1852150893,0.0,0.0,0,0
7,PAYMENT,39356.79,C2086588362,0.0,0.0,M1032389880,0.0,0.0,0,0
7,PAYMENT,11747.6,C674275598,42165.0,30417.4,M1781829273,0.0,0.0,0,0
7,PAYMENT,7006.5,C1612594314,30417.4,23410.9,M365255349,0.0,0.0,0,0
7,PAYMENT,3313.77,C953201106,83166.0,79852.23,M1985916951,0.0,0.0,0,0
7,PAYMENT,6356.72,C1731541050,9982.0,3625.28,M1478153883,0.0,0.0,0,0
7,PAYMENT,3140.26,C1710858859,36026.0,32885.74,M1713662155,0.0,0.0,0,0
7,TRANSFER,591779.39,C673081565,7080.0,0.0,C1286885448,102459.0,0.0,0,0
7,CASH_OUT,39554.84,C641649995,0.0,0.0,C1998750048,52256.0,553336.6,0,0
7,CASH_OUT,412605.77,C251447581,0.0,0.0,C1899073220,5632383.36,7366811.1,0,0
7,PAYMENT,6951.11,C1264290361,2750.0,0.0,M282614543,0.0,0.0,0,0
7,PAYMENT,4026.52,C1088194762,306546.0,302519.48,M671090157,0.0,0.0,0,0
7,PAYMENT,4549.53,C1067276438,5168.0,618.47,M1842314313,0.0,0.0,0,0
7,PAYMENT,4552.56,C1232155618,43471.0,38918.44,M1643542604,0.0,0.0,0,0
7,TRANSFER,678907.35,C880465164,10644.0,0.0,C978740207,117351.0,1428005.14,0,0
7,PAYMENT,11843.28,C574737150,6168.0,0.0,M1651442551,0.0,0.0,0,0
7,PAYMENT,1733.9,C805909358,4216.0,2482.1,M1379484374,0.0,0.0,0,0
7,PAYMENT,9829.16,C2114151509,13491.0,3661.84,M1693295705,0.0,0.0,0,0
7,TRANSFER,485485.3,C495348201,3661.84,0.0,C667346055,10194649.73,17132106.53,0,0
7,TRANSFER,1097404.76,C87144317,0.0,0.0,C803116137,15651209.26,23768107.88,0,0
7,PAYMENT,4012.09,C1618299458,19408.0,15395.91,M1765012857,0.0,0.0,0,0
7,TRANSFER,340812.62,C1205080215,1265.0,0.0,C1501701470,10073.0,4463342.32,0,0
7,PAYMENT,7389.86,C1331088719,895.0,0.0,M87800253,0.0,0.0,0,0
7,PAYMENT,3428.13,C1934957662,0.0,0.0,M350419467,0.0,0.0,0,0
7,PAYMENT,19954.11,C1831301485,0.0,0.0,M889834277,0.0,0.0,0,0
7,PAYMENT,6487.27,C1860539958,15005.0,8517.73,M1842613059,0.0,0.0,0,0
7,TRANSFER,168393.3,C1001304973,107168.0,0.0,C1556995360,0.0,158574.02,0,0
7,PAYMENT,13781.73,C1082464062,52206.0,38424.27,M43220286,0.0,0.0,0,0
7,PAYMENT,11781.89,C1339093052,3503.0,0.0,M19665040,0.0,0.0,0,0
7,PAYMENT,636.27,C1777916780,76647.0,76010.73,M1889214944,0.0,0.0,0,0
7,PAYMENT,3004.9,C939683551,211.0,0.0,M1498104287,0.0,0.0,0,0
7,PAYMENT,5327.92,C1992806945,6135.0,807.08,M1610250552,0.0,0.0,0,0
7,TRANSFER,789994.82,C1948618894,29724.0,0.0,C34231099,40172.0,0.0,0,0
7,PAYMENT,19211.87,C2003006060,451.0,0.0,M1073602683,0.0,0.0,0,0
7,PAYMENT,9755.0,C859991301,0.0,0.0,M1799043587,0.0,0.0,0,0
7,PAYMENT,10075.84,C120050970,161153.0,151077.16,M1460208573,0.0,0.0,0,0
7,PAYMENT,3137.91,C2005100060,194761.0,191623.09,M1171960269,0.0,0.0,0,0
7,PAYMENT,4101.92,C2095854441,420483.0,416381.08,M1676137378,0.0,0.0,0,0
7,PAYMENT,7242.34,C263780932,160.0,0.0,M528250535,0.0,0.0,0,0
7,TRANSFER,461344.77,C43411802,140535.0,0.0,C1163480574,31452.0,1798734.57,0,0
7,PAYMENT,4555.46,C1597100137,0.0,0.0,M395541265,0.0,0.0,0,0
7,PAYMENT,25778.11,C1797717514,0.0,0.0,M1514903181,0.0,0.0,0,0
7,PAYMENT,3771.08,C195602229,0.0,0.0,M124718754,0.0,0.0,0,0
7,PAYMENT,8733.4,C1541764843,0.0,0.0,M1570536676,0.0,0.0,0,0
7,PAYMENT,12518.89,C331610477,0.0,0.0,M1822883753,0.0,0.0,0,0
7,PAYMENT,8622.6,C478449400,0.0,0.0,M583117520,0.0,0.0,0,0
7,PAYMENT,7401.25,C784676724,0.0,0.0,M1975901874,0.0,0.0,0,0
7,PAYMENT,17735.42,C1292791228,0.0,0.0,M1656150503,0.0,0.0,0,0
7,PAYMENT,7712.47,C1708080210,0.0,0.0,M1050955287,0.0,0.0,0,0
7,PAYMENT,5443.24,C16361458,0.0,0.0,M1414807531,0.0,0.0,0,0
7,PAYMENT,12554.41,C1214620831,0.0,0.0,M1420664690,0.0,0.0,0,0
7,PAYMENT,5376.91,C430339106,0.0,0.0,M1819851674,0.0,0.0,0,0
7,PAYMENT,5442.1,C165456854,0.0,0.0,M825418640,0.0,0.0,0,0
7,PAYMENT,16563.53,C455050992,0.0,0.0,M840059490,0.0,0.0,0,0
7,PAYMENT,20572.59,C1593624045,0.0,0.0,M2020905921,0.0,0.0,0,0
7,PAYMENT,82.18,C532394553,0.0,0.0,M1071299318,0.0,0.0,0,0
7,PAYMENT,4310.63,C120705869,0.0,0.0,M1527231217,0.0,0.0,0,0
7,PAYMENT,6611.3,C426764754,0.0,0.0,M1929964803,0.0,0.0,0,0
7,PAYMENT,5048.87,C2058023828,0.0,0.0,M475813386,0.0,0.0,0,0
7,PAYMENT,1630.23,C2048593194,0.0,0.0,M1313839007,0.0,0.0,0,0
7,PAYMENT,4163.65,C1666513809,0.0,0.0,M491134455,0.0,0.0,0,0
7,PAYMENT,1193.39,C1066803496,0.0,0.0,M223853098,0.0,0.0,0,0
7,PAYMENT,11529.87,C1226522722,3296.0,0.0,M1679774995,0.0,0.0,0,0
7,PAYMENT,1152.04,C1779345369,1657750.89,1656598.86,M1513674328,0.0,0.0,0,0
7,PAYMENT,547.65,C1228117293,1656598.86,1656051.21,M1461380821,0.0,0.0,0,0
7,CASH_OUT,117254.52,C1219863424,23650.0,0.0,C1182148067,50771.0,0.0,0,0
7,PAYMENT,7800.35,C1419982552,949.0,0.0,M32263068,0.0,0.0,0,0
7,CASH_OUT,108200.36,C29370682,0.0,0.0,C1069568462,1087007.58,845203.91,0,0
7,TRANSFER,21729.0,C1686905633,21729.0,0.0,C824421402,0.0,0.0,1,0
7,CASH_OUT,21729.0,C693427358,21729.0,0.0,C1101441872,27335.0,0.0,1,0
7,PAYMENT,6262.35,C1250411139,17473.0,11210.65,M1242479376,0.0,0.0,0,0
7,PAYMENT,22062.05,C1327369307,11210.65,0.0,M1075939594,0.0,0.0,0,0
7,PAYMENT,2516.44,C885442647,6765.0,4248.56,M187638756,0.0,0.0,0,0
7,PAYMENT,3562.94,C879528462,4248.56,685.62,M2018065488,0.0,0.0,0,0
7,PAYMENT,47889.57,C2060437374,685.62,0.0,M143522752,0.0,0.0,0,0
7,PAYMENT,5540.33,C1491156005,0.0,0.0,M1769677013,0.0,0.0,0,0
7,PAYMENT,8654.49,C1837887155,0.0,0.0,M180308793,0.0,0.0,0,0
7,PAYMENT,22525.81,C1542348383,0.0,0.0,M1797496959,0.0,0.0,0,0
7,PAYMENT,554.86,C1508849118,0.0,0.0,M704203609,0.0,0.0,0,0
7,PAYMENT,2428.63,C13431967,0.0,0.0,M1981451425,0.0,0.0,0,0
7,PAYMENT,4904.5,C1459295865,0.0,0.0,M901463164,0.0,0.0,0,0
7,PAYMENT,35788.92,C1387548248,0.0,0.0,M1894362923,0.0,0.0,0,0
7,PAYMENT,29518.63,C2117019537,0.0,0.0,M303803636,0.0,0.0,0,0
7,PAYMENT,14368.54,C1655563873,0.0,0.0,M1602260456,0.0,0.0,0,0
7,PAYMENT,7441.41,C1486105126,0.0,0.0,M388448716,0.0,0.0,0,0
7,PAYMENT,5839.35,C448017319,0.0,0.0,M1098912468,0.0,0.0,0,0
7,PAYMENT,9566.79,C943511000,0.0,0.0,M356043314,0.0,0.0,0,0
7,PAYMENT,2391.21,C782957113,0.0,0.0,M1870486410,0.0,0.0,0,0
7,PAYMENT,6807.21,C833733032,0.0,0.0,M1653335286,0.0,0.0,0,0
7,PAYMENT,5977.6,C462008748,0.0,0.0,M506267740,0.0,0.0,0,0
7,PAYMENT,7302.85,C565061296,35669.0,28366.15,M482331175,0.0,0.0,0,0
7,TRANSFER,517051.23,C1248664781,941711.0,424659.77,C219416103,5012.0,1530956.05,0,0
7,PAYMENT,4402.95,C1022657076,26021.0,21618.05,M1824503996,0.0,0.0,0,0
7,PAYMENT,1231.1,C246659582,34509.0,33277.9,M748308369,0.0,0.0,0,0
7,PAYMENT,16836.65,C887592212,33277.9,16441.25,M629977452,0.0,0.0,0,0
7,TRANSFER,616154.22,C912490602,288.0,0.0,C423580937,20317.0,12682009.97,0,0
7,CASH_OUT,143704.16,C1220280312,0.0,0.0,C991505714,8214070.65,13994753.4,0,0
7,PAYMENT,5772.77,C1090297038,10251.0,4478.23,M12276332,0.0,0.0,0,0
7,PAYMENT,5534.39,C712110785,19856.0,14321.61,M1025674312,0.0,0.0,0,0
7,TRANSFER,968033.2,C421297614,14596.0,0.0,C1065997164,6177.0,2826797.81,0,0
7,PAYMENT,664.65,C1131308211,107469.0,106804.35,M1714188773,0.0,0.0,0,0
7,PAYMENT,3895.57,C1329979812,68074.0,64178.43,M894240655,0.0,0.0,0,0
7,PAYMENT,8929.21,C87471721,906.0,0.0,M1068147,0.0,0.0,0,0
7,PAYMENT,2470.39,C1622725908,31148.0,28677.61,M1033164787,0.0,0.0,0,0
7,PAYMENT,7980.78,C228699094,21225.0,13244.22,M265297349,0.0,0.0,0,0
7,TRANSFER,346119.91,C694577502,3072.26,0.0,C1772085663,31685.0,188971.33,0,0
7,CASH_OUT,148947.17,C852887758,0.0,0.0,C849038219,413595.0,1337271.15,0,0
7,PAYMENT,3438.81,C850000473,31099.0,27660.19,M1033435132,0.0,0.0,0,0
7,PAYMENT,2634.96,C665732488,11638.0,9003.04,M624732619,0.0,0.0,0,0
7,CASH_OUT,175207.25,C1480254471,9003.04,0.0,C39713115,244076.0,0.0,0,0
7,DEBIT,4169.07,C585621483,14142.0,9972.93,C869928877,15704.0,0.0,0,0
7,CASH_OUT,122312.38,C1999653946,9972.93,0.0,C929452805,412292.82,872104.29,0,0
7,CASH_OUT,67688.53,C931320294,0.0,0.0,C853932876,573514.06,380655.71,0,0
7,CASH_OUT,313077.82,C941035981,0.0,0.0,C531511436,662523.0,1230912.07,0,0
7,CASH_OUT,455406.52,C613652899,0.0,0.0,C716083600,1995598.25,7382990.5,0,0
7,CASH_OUT,484513.1,C1370968215,0.0,0.0,C1727565779,729718.0,7117684.54,0,0
7,CASH_OUT,435778.46,C1889253030,0.0,0.0,C1728766751,1033096.57,6385532.2,0,0
7,CASH_OUT,282015.74,C1879201793,0.0,0.0,C843774579,400835.0,899588.81,0,0
7,PAYMENT,1440.15,C1222936867,602765.02,601324.87,M591153984,0.0,0.0,0,0
7,CASH_OUT,93514.34,C247457543,601324.87,507810.53,C1479813516,1050516.19,0.0,0,0
7,PAYMENT,5819.39,C1813996673,33614.0,27794.61,M6178224,0.0,0.0,0,0
7,PAYMENT,8722.53,C1106864304,15465.0,6742.47,M806299735,0.0,0.0,0,0
7,PAYMENT,12692.22,C656632251,6742.47,0.0,M1436732202,0.0,0.0,0,0
7,PAYMENT,2705.4,C1595184582,0.0,0.0,M378553315,0.0,0.0,0,0
7,PAYMENT,7283.09,C709004859,50471.0,43187.91,M1778052034,0.0,0.0,0,0
7,TRANSFER,417121.35,C314309022,20132.0,0.0,C2047373618,1198.0,0.0,0,0
7,PAYMENT,4212.46,C102776689,113113.0,108900.54,M942492376,0.0,0.0,0,0
7,CASH_OUT,244749.98,C104268516,66372.08,0.0,C2083562754,6385836.94,18123750.85,0,0
7,PAYMENT,4159.66,C1259175093,0.0,0.0,M1280383250,0.0,0.0,0,0
7,PAYMENT,1329.16,C519631306,823.49,0.0,M543617235,0.0,0.0,0,0
7,CASH_OUT,104222.23,C11458750,0.0,0.0,C861958315,105946.89,531628.29,0,0
7,PAYMENT,118.72,C1148442672,6024.0,5905.28,M500963285,0.0,0.0,0,0
7,PAYMENT,4584.68,C179018965,15140.0,10555.32,M2083966486,0.0,0.0,0,0
7,PAYMENT,5134.45,C652094456,30583.0,25448.55,M1531048521,0.0,0.0,0,0
7,PAYMENT,7576.83,C232427712,103313.0,95736.17,M1196861715,0.0,0.0,0,0
7,PAYMENT,3518.72,C268491754,193.0,0.0,M1141354521,0.0,0.0,0,0
7,PAYMENT,3691.24,C495084745,51422.0,47730.76,M1877887067,0.0,0.0,0,0
7,PAYMENT,9442.55,C2032603591,20707.0,11264.45,M5890434,0.0,0.0,0,0
7,PAYMENT,8613.13,C250837356,105591.0,96977.87,M323114105,0.0,0.0,0,0
7,PAYMENT,12011.89,C1386923775,90852.0,78840.11,M498104537,0.0,0.0,0,0
7,PAYMENT,8626.72,C144525850,12065.0,3438.28,M167585516,0.0,0.0,0,0
7,PAYMENT,215.72,C233079826,354023.23,353807.51,M327963591,0.0,0.0,0,0
7,PAYMENT,7055.86,C1898124854,353807.51,346751.65,M285836472,0.0,0.0,0,0
7,PAYMENT,2885.66,C946099871,21303.0,18417.34,M1233598527,0.0,0.0,0,0
